WKT,nome,descrizione
"POLYGON ((12.0548867 44.9596823, 12.4751137 44.6146529, 13.8456582 44.6224729, 14.2329262 44.9091292, 14.0846108 45.7931288, 13.439164 45.9308423, 11.9010781 45.6281905, 12.0548867 44.9596823))",NorthAdr,
